frequency,raw,smoothed,error,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
24.89,5.08,5.08,-3.88,-3.88,3.89,4.08,8.97,8.97,8.96
25.14,5.09,5.09,-3.87,-3.87,3.87,4.08,8.97,8.96,8.96
25.39,5.09,5.09,-3.87,-3.87,3.86,4.09,8.96,8.96,8.96
25.65,5.09,5.10,-3.86,-3.86,3.85,4.10,8.95,8.95,8.96
25.91,5.10,5.10,-3.85,-3.85,3.84,4.10,8.94,8.94,8.95
26.16,5.11,5.12,-3.84,-3.84,3.83,4.11,8.94,8.94,8.95
26.43,5.13,5.14,-3.82,-3.81,3.81,4.11,8.94,8.94,8.95
26.69,5.16,5.16,-3.78,-3.79,3.79,4.12,8.95,8.94,8.94
26.96,5.18,5.18,-3.76,-3.76,3.76,4.12,8.94,8.94,8.94
27.23,5.20,5.21,-3.74,-3.73,3.73,4.13,8.94,8.94,8.94
27.50,5.23,5.23,-3.70,-3.71,3.71,4.13,8.94,8.94,8.94
27.77,5.25,5.25,-3.68,-3.68,3.68,4.13,8.93,8.93,8.93
28.05,5.27,5.28,-3.66,-3.65,3.66,4.14,8.93,8.93,8.93
28.33,5.29,5.29,-3.63,-3.64,3.64,4.14,8.93,8.93,8.93
28.62,5.30,5.30,-3.62,-3.62,3.63,4.14,8.93,8.93,8.92
28.90,5.30,5.31,-3.61,-3.61,3.62,4.14,8.92,8.92,8.92
29.19,5.31,5.31,-3.60,-3.61,3.61,4.15,8.92,8.91,8.91
29.48,5.30,5.31,-3.61,-3.60,3.60,4.15,8.90,8.91,8.91
29.78,5.30,5.30,-3.60,-3.60,3.59,4.15,8.90,8.90,8.90
30.08,5.30,5.30,-3.60,-3.60,3.59,4.15,8.89,8.89,8.90
30.38,5.30,5.31,-3.59,-3.59,3.59,4.15,8.89,8.89,8.90
30.68,5.31,5.31,-3.58,-3.58,3.58,4.14,8.90,8.89,8.89
30.99,5.31,5.31,-3.57,-3.57,3.58,4.14,8.89,8.89,8.89
31.30,5.31,5.31,-3.57,-3.57,3.57,4.14,8.89,8.89,8.88
31.61,5.31,5.31,-3.56,-3.57,3.57,4.14,8.88,8.88,8.88
31.93,5.30,5.31,-3.57,-3.56,3.56,4.14,8.87,8.87,8.87
32.24,5.30,5.30,-3.56,-3.56,3.56,4.13,8.86,8.86,8.86
32.57,5.30,5.30,-3.55,-3.55,3.55,4.13,8.85,8.85,8.86
32.89,5.30,5.31,-3.55,-3.55,3.54,4.12,8.85,8.85,8.85
33.22,5.31,5.31,-3.53,-3.54,3.53,4.12,8.85,8.84,8.84
33.55,5.31,5.32,-3.52,-3.52,3.52,4.11,8.83,8.84,8.84
33.89,5.32,5.32,-3.51,-3.51,3.51,4.11,8.83,8.83,8.83
34.23,5.33,5.33,-3.49,-3.49,3.49,4.10,8.83,8.82,8.82
34.57,5.33,5.34,-3.48,-3.48,3.48,4.10,8.82,8.82,8.82
34.92,5.34,5.34,-3.47,-3.47,3.47,4.09,8.82,8.81,8.81
35.27,5.34,5.34,-3.46,-3.46,3.46,4.08,8.81,8.81,8.80
35.62,5.34,5.34,-3.45,-3.45,3.45,4.07,8.80,8.79,8.79
35.97,5.33,5.34,-3.45,-3.45,3.44,4.06,8.78,8.78,8.78
36.33,5.33,5.33,-3.44,-3.44,3.43,4.05,8.77,8.77,8.77
36.70,5.33,5.33,-3.43,-3.43,3.42,4.04,8.76,8.76,8.76
37.06,5.33,5.34,-3.42,-3.42,3.41,4.03,8.75,8.75,8.75
37.43,5.34,5.34,-3.40,-3.40,3.40,4.02,8.75,8.75,8.74
37.81,5.35,5.35,-3.38,-3.38,3.39,4.01,8.74,8.74,8.73
38.19,5.35,5.35,-3.37,-3.37,3.38,3.99,8.73,8.73,8.72
38.57,5.35,5.35,-3.36,-3.36,3.36,3.98,8.72,8.71,8.71
38.95,5.34,5.35,-3.36,-3.35,3.35,3.97,8.70,8.70,8.70
39.34,5.34,5.34,-3.35,-3.34,3.34,3.95,8.69,8.69,8.69
39.74,5.34,5.34,-3.33,-3.33,3.33,3.94,8.68,8.68,8.68
40.14,5.34,5.34,-3.32,-3.32,3.33,3.92,8.67,8.67,8.66
40.54,5.33,5.33,-3.32,-3.32,3.32,3.90,8.65,8.65,8.65
40.94,5.32,5.33,-3.31,-3.31,3.31,3.89,8.63,8.63,8.64
41.35,5.32,5.32,-3.30,-3.30,3.30,3.87,8.62,8.61,8.62
41.76,5.31,5.32,-3.29,-3.29,3.29,3.85,8.60,8.60,8.61
42.18,5.31,5.32,-3.28,-3.28,3.28,3.83,8.59,8.59,8.59
42.60,5.31,5.31,-3.26,-3.26,3.27,3.81,8.58,8.58,8.58
43.03,5.31,5.31,-3.25,-3.25,3.26,3.79,8.58,8.57,8.56
43.46,5.29,5.29,-3.25,-3.25,3.26,3.77,8.55,8.55,8.54
43.90,5.27,5.27,-3.25,-3.25,3.25,3.75,8.52,8.52,8.52
44.33,5.25,5.26,-3.25,-3.25,3.24,3.72,8.50,8.50,8.51
44.78,5.24,5.25,-3.24,-3.24,3.23,3.70,8.48,8.48,8.49
45.23,5.24,5.24,-3.22,-3.23,3.22,3.68,8.47,8.46,8.47
45.68,5.23,5.23,-3.21,-3.22,3.21,3.65,8.45,8.45,8.45
46.13,5.22,5.23,-3.20,-3.20,3.20,3.63,8.42,8.43,8.43
46.60,5.22,5.22,-3.18,-3.18,3.18,3.60,8.41,8.41,8.40
47.06,5.22,5.22,-3.16,-3.16,3.16,3.57,8.39,8.39,8.38
47.53,5.22,5.22,-3.14,-3.14,3.14,3.54,8.37,8.36,8.36
48.01,5.21,5.21,-3.12,-3.12,3.12,3.52,8.33,8.33,8.34
48.49,5.20,5.21,-3.11,-3.10,3.10,3.49,8.30,8.30,8.31
48.97,5.20,5.21,-3.08,-3.08,3.07,3.46,8.28,8.28,8.29
49.46,5.21,5.21,-3.05,-3.05,3.05,3.43,8.26,8.26,8.26
49.96,5.21,5.22,-3.02,-3.01,3.02,3.39,8.24,8.24,8.23
50.46,5.22,5.22,-2.98,-2.99,3.00,3.36,8.22,8.21,8.20
50.96,5.21,5.21,-2.96,-2.97,2.97,3.33,8.18,8.18,8.17
51.47,5.19,5.20,-2.95,-2.95,2.94,3.30,8.13,8.14,8.15
51.99,5.18,5.19,-2.93,-2.92,2.91,3.26,8.09,8.10,8.11
52.51,5.19,5.19,-2.89,-2.89,2.88,3.23,8.08,8.08,8.08
53.03,5.20,5.20,-2.85,-2.85,2.86,3.19,8.06,8.06,8.05
53.56,5.20,5.20,-2.81,-2.82,2.84,3.15,8.04,8.04,8.02
54.10,5.18,5.18,-2.80,-2.80,2.81,3.12,8.00,7.99,7.98
54.64,5.15,5.16,-2.79,-2.79,2.79,3.08,7.94,7.95,7.95
55.18,5.13,5.14,-2.78,-2.77,2.76,3.04,7.90,7.90,7.91
55.74,5.12,5.12,-2.75,-2.75,2.74,3.00,7.86,7.86,7.87
56.29,5.11,5.11,-2.72,-2.72,2.71,2.96,7.82,7.82,7.83
56.86,5.11,5.11,-2.68,-2.68,2.68,2.92,7.79,7.79,7.79
57.42,5.11,5.11,-2.64,-2.64,2.64,2.87,7.75,7.75,7.75
58.00,5.11,5.11,-2.60,-2.60,2.60,2.83,7.71,7.71,7.71
58.58,5.10,5.11,-2.56,-2.56,2.55,2.79,7.66,7.66,7.66
59.16,5.10,5.11,-2.52,-2.51,2.51,2.74,7.61,7.61,7.62
59.76,5.11,5.11,-2.46,-2.46,2.46,2.70,7.57,7.57,7.57
60.35,5.11,5.11,-2.41,-2.41,2.42,2.65,7.53,7.53,7.53
60.96,5.11,5.11,-2.37,-2.37,2.38,2.61,7.49,7.49,7.48
61.57,5.10,5.11,-2.33,-2.32,2.34,2.56,7.44,7.44,7.43
62.18,5.09,5.09,-2.28,-2.29,2.30,2.51,7.40,7.39,7.38
62.80,5.06,5.06,-2.26,-2.27,2.27,2.46,7.33,7.33,7.33
63.43,5.02,5.03,-2.25,-2.25,2.24,2.41,7.26,7.26,7.27
64.07,4.99,5.00,-2.22,-2.22,2.21,2.36,7.20,7.20,7.22
64.71,4.97,4.98,-2.19,-2.18,2.17,2.31,7.15,7.15,7.16
65.35,4.97,4.96,-2.13,-2.14,2.14,2.26,7.11,7.10,7.10
66.01,4.94,4.94,-2.10,-2.10,2.10,2.21,7.04,7.04,7.04
66.67,4.92,4.93,-2.06,-2.06,2.06,2.16,6.98,6.98,6.98
67.33,4.90,4.91,-2.02,-2.01,2.01,2.11,6.92,6.92,6.92
68.01,4.90,4.90,-1.96,-1.96,1.97,2.05,6.87,6.87,6.86
68.69,4.88,4.88,-1.91,-1.92,1.93,2.00,6.81,6.81,6.80
69.37,4.85,4.85,-1.88,-1.87,1.88,1.94,6.73,6.74,6.73
70.07,4.82,4.83,-1.84,-1.84,1.83,1.89,6.66,6.66,6.66
70.77,4.80,4.80,-1.79,-1.79,1.78,1.83,6.58,6.58,6.59
71.48,4.78,4.78,-1.74,-1.74,1.73,1.78,6.51,6.51,6.53
72.19,4.76,4.77,-1.69,-1.68,1.67,1.72,6.44,6.44,6.45
72.91,4.76,4.76,-1.62,-1.62,1.62,1.66,6.38,6.38,6.38
73.64,4.76,4.76,-1.55,-1.55,1.57,1.60,6.33,6.32,6.31
74.38,4.75,4.75,-1.48,-1.48,1.51,1.54,6.26,6.26,6.23
75.12,4.72,4.72,-1.43,-1.43,1.45,1.48,6.17,6.17,6.16
75.87,4.69,4.69,-1.39,-1.39,1.39,1.43,6.08,6.08,6.08
76.63,4.64,4.65,-1.36,-1.35,1.33,1.37,5.97,5.98,6.00
77.40,4.62,4.63,-1.30,-1.29,1.26,1.30,5.89,5.89,5.92
78.17,4.62,4.62,-1.22,-1.22,1.20,1.24,5.82,5.82,5.84
78.95,4.63,4.63,-1.12,-1.13,1.13,1.18,5.77,5.76,5.76
79.74,4.63,4.63,-1.04,-1.05,1.06,1.12,5.70,5.69,5.67
80.54,4.61,4.61,-0.98,-0.98,0.99,1.06,5.60,5.61,5.59
81.35,4.59,4.59,-0.91,-0.91,0.92,1.00,5.51,5.51,5.50
82.16,4.56,4.57,-0.85,-0.85,0.85,0.93,5.41,5.42,5.42
82.98,4.54,4.54,-0.79,-0.78,0.78,0.87,5.32,5.33,5.33
83.81,4.52,4.52,-0.72,-0.72,0.72,0.81,5.24,5.24,5.24
84.65,4.49,4.49,-0.66,-0.66,0.66,0.74,5.15,5.15,5.15
85.50,4.46,4.46,-0.60,-0.60,0.60,0.68,5.06,5.06,5.06
86.35,4.43,4.43,-0.53,-0.54,0.54,0.61,4.97,4.97,4.97
87.22,4.39,4.40,-0.48,-0.47,0.47,0.55,4.86,4.87,4.87
88.09,4.37,4.37,-0.41,-0.41,0.40,0.48,4.78,4.77,4.78
88.97,4.34,4.34,-0.34,-0.34,0.34,0.42,4.68,4.68,4.69
89.86,4.32,4.32,-0.27,-0.27,0.27,0.35,4.59,4.59,4.59
90.76,4.30,4.30,-0.19,-0.19,0.19,0.29,4.50,4.49,4.49
91.66,4.28,4.28,-0.11,-0.12,0.12,0.22,4.40,4.40,4.40
92.58,4.25,4.26,-0.05,-0.04,0.04,0.16,4.29,4.30,4.30
93.51,4.24,4.24,0.04,0.03,-0.04,0.09,4.21,4.20,4.20
94.44,4.21,4.21,0.11,0.11,-0.11,0.02,4.10,4.10,4.10
95.39,4.18,4.19,0.18,0.19,-0.19,-0.04,4.00,4.01,4.00
96.34,4.17,4.17,0.27,0.27,-0.26,-0.11,3.91,3.91,3.90
97.30,4.15,4.15,0.35,0.34,-0.33,-0.17,3.82,3.81,3.80
98.28,4.11,4.12,0.41,0.41,-0.41,-0.24,3.70,3.71,3.70
99.26,4.08,4.08,0.48,0.48,-0.49,-0.31,3.60,3.60,3.60
100.25,4.05,4.05,0.55,0.55,-0.57,-0.37,3.48,3.48,3.50
101.25,4.03,4.04,0.63,0.64,-0.65,-0.44,3.38,3.38,3.40
102.27,4.02,4.03,0.72,0.73,-0.74,-0.51,3.29,3.29,3.30
103.29,4.02,4.02,0.83,0.82,-0.82,-0.57,3.20,3.20,3.20
104.32,4.01,4.01,0.92,0.92,-0.90,-0.64,3.11,3.11,3.09
105.37,3.99,3.99,1.00,1.00,-0.98,-0.71,3.01,3.01,2.99
106.42,3.96,3.96,1.07,1.07,-1.06,-0.77,2.91,2.91,2.89
107.48,3.92,3.93,1.13,1.14,-1.13,-0.84,2.79,2.80,2.79
108.56,3.89,3.89,1.21,1.20,-1.20,-0.90,2.69,2.69,2.69
109.64,3.84,3.85,1.26,1.26,-1.27,-0.97,2.57,2.58,2.59
110.74,3.81,3.81,1.33,1.33,-1.34,-1.03,2.47,2.47,2.49
111.85,3.78,3.78,1.40,1.40,-1.41,-1.10,2.37,2.37,2.38
112.97,3.75,3.76,1.47,1.47,-1.48,-1.16,2.27,2.28,2.28
114.10,3.74,3.74,1.56,1.56,-1.56,-1.23,2.19,2.18,2.18
115.24,3.72,3.73,1.64,1.64,-1.63,-1.29,2.09,2.09,2.08
116.39,3.71,3.71,1.73,1.72,-1.71,-1.36,2.00,2.00,1.98
117.55,3.68,3.68,1.80,1.80,-1.79,-1.42,1.89,1.89,1.89
118.73,3.65,3.65,1.87,1.87,-1.87,-1.49,1.79,1.79,1.79
119.92,3.62,3.63,1.93,1.94,-1.94,-1.55,1.68,1.68,1.69
121.12,3.60,3.60,2.01,2.01,-2.02,-1.61,1.59,1.59,1.59
122.33,3.58,3.58,2.09,2.09,-2.09,-1.67,1.49,1.49,1.50
123.55,3.56,3.56,2.16,2.16,-2.16,-1.74,1.40,1.40,1.40
124.79,3.54,3.54,2.24,2.24,-2.23,-1.80,1.31,1.31,1.31
126.03,3.52,3.52,2.31,2.31,-2.31,-1.86,1.22,1.21,1.21
127.29,3.49,3.50,2.37,2.38,-2.38,-1.92,1.11,1.12,1.12
128.57,3.47,3.48,2.45,2.45,-2.45,-1.98,1.02,1.03,1.03
129.85,3.45,3.45,2.52,2.52,-2.52,-2.04,0.94,0.94,0.94
131.15,3.43,3.43,2.59,2.58,-2.58,-2.10,0.85,0.85,0.84
132.46,3.39,3.40,2.64,2.64,-2.64,-2.16,0.76,0.76,0.76
133.79,3.36,3.37,2.70,2.70,-2.69,-2.22,0.67,0.67,0.67
135.12,3.33,3.34,2.75,2.76,-2.75,-2.28,0.58,0.59,0.58
136.48,3.31,3.30,2.82,2.81,-2.81,-2.34,0.51,0.50,0.49
137.84,3.26,3.27,2.85,2.86,-2.86,-2.39,0.40,0.40,0.41
139.22,3.22,3.23,2.90,2.90,-2.92,-2.45,0.30,0.31,0.32
140.61,3.20,3.20,2.96,2.96,-2.98,-2.50,0.23,0.23,0.24
142.02,3.18,3.19,3.02,3.03,-3.03,-2.56,0.15,0.16,0.16
143.44,3.18,3.18,3.10,3.10,-3.09,-2.62,0.09,0.09,0.08
144.87,3.17,3.16,3.17,3.16,-3.15,-2.67,0.02,0.01,0.00
146.32,3.14,3.14,3.22,3.22,-3.21,-2.72,-0.07,-0.07,-0.08
147.78,3.11,3.12,3.27,3.27,-3.27,-2.78,-0.16,-0.16,-0.15
149.26,3.09,3.09,3.32,3.32,-3.33,-2.83,-0.23,-0.23,-0.23
150.75,3.07,3.08,3.38,3.38,-3.38,-2.88,-0.30,-0.30,-0.30
152.26,3.06,3.05,3.44,3.43,-3.42,-2.93,-0.36,-0.37,-0.38
153.78,3.03,3.03,3.48,3.47,-3.47,-2.98,-0.43,-0.44,-0.45
155.32,2.98,2.99,3.50,3.51,-3.51,-3.03,-0.53,-0.52,-0.52
156.88,2.96,2.96,3.55,3.55,-3.55,-3.08,-0.59,-0.59,-0.59
158.44,2.93,2.93,3.59,3.58,-3.60,-3.13,-0.66,-0.67,-0.65
160.03,2.90,2.90,3.62,3.63,-3.63,-3.18,-0.73,-0.73,-0.72
161.63,2.87,2.88,3.67,3.67,-3.67,-3.22,-0.80,-0.79,-0.79
163.24,2.86,2.86,3.72,3.72,-3.70,-3.27,-0.84,-0.84,-0.86
164.88,2.84,2.84,3.76,3.75,-3.74,-3.32,-0.89,-0.90,-0.92
166.53,2.80,2.80,3.78,3.78,-3.77,-3.36,-0.97,-0.97,-0.98
168.19,2.75,2.76,3.79,3.79,-3.81,-3.41,-1.05,-1.05,-1.04
169.87,2.71,2.72,3.81,3.82,-3.84,-3.45,-1.13,-1.11,-1.10
171.57,2.70,2.70,3.86,3.86,-3.87,-3.49,-1.17,-1.17,-1.15
173.29,2.70,2.69,3.91,3.90,-3.90,-3.53,-1.20,-1.21,-1.21
175.02,2.68,2.68,3.95,3.95,-3.94,-3.57,-1.26,-1.26,-1.26
176.77,2.66,2.66,3.98,3.98,-3.98,-3.61,-1.31,-1.31,-1.31
178.54,2.64,2.64,4.01,4.01,-4.01,-3.65,-1.37,-1.37,-1.37
180.32,2.62,2.62,4.04,4.04,-4.04,-3.69,-1.42,-1.42,-1.42
182.13,2.60,2.61,4.07,4.07,-4.06,-3.73,-1.46,-1.46,-1.47
183.95,2.59,2.59,4.11,4.10,-4.08,-3.77,-1.49,-1.49,-1.51
185.79,2.56,2.56,4.12,4.12,-4.10,-3.80,-1.53,-1.54,-1.56
187.65,2.51,2.52,4.12,4.12,-4.11,-3.84,-1.60,-1.59,-1.60
189.52,2.47,2.46,4.12,4.11,-4.13,-3.87,-1.66,-1.67,-1.65
191.42,2.42,2.42,4.11,4.12,-4.15,-3.91,-1.73,-1.72,-1.69
193.33,2.38,2.41,4.12,4.14,-4.17,-3.94,-1.79,-1.76,-1.73
195.27,2.42,2.41,4.20,4.19,-4.19,-3.97,-1.77,-1.78,-1.77
197.22,2.43,2.42,4.25,4.24,-4.22,-4.00,-1.79,-1.80,-1.81
199.19,2.43,2.42,4.28,4.28,-4.25,-4.03,-1.82,-1.83,-1.85
201.18,2.40,2.41,4.29,4.30,-4.29,-4.06,-1.89,-1.88,-1.89
203.19,2.39,2.40,4.32,4.32,-4.33,-4.09,-1.93,-1.93,-1.92
205.23,2.40,2.40,4.36,4.36,-4.36,-4.12,-1.96,-1.97,-1.96
207.28,2.40,2.40,4.40,4.39,-4.40,-4.15,-2.00,-2.00,-1.99
209.35,2.40,2.41,4.43,4.43,-4.44,-4.17,-2.03,-2.03,-2.03
211.44,2.41,2.41,4.47,4.47,-4.47,-4.20,-2.06,-2.06,-2.06
213.56,2.42,2.42,4.51,4.51,-4.51,-4.22,-2.09,-2.09,-2.09
215.69,2.42,2.43,4.54,4.55,-4.55,-4.25,-2.13,-2.12,-2.12
217.85,2.43,2.44,4.58,4.59,-4.59,-4.27,-2.15,-2.14,-2.15
220.03,2.46,2.45,4.64,4.63,-4.62,-4.29,-2.16,-2.17,-2.18
222.23,2.46,2.46,4.67,4.66,-4.65,-4.31,-2.19,-2.19,-2.20
224.45,2.45,2.46,4.68,4.69,-4.68,-4.33,-2.23,-2.22,-2.23
226.70,2.44,2.44,4.70,4.70,-4.71,-4.35,-2.26,-2.26,-2.26
228.96,2.43,2.44,4.71,4.72,-4.73,-4.37,-2.29,-2.29,-2.28
231.25,2.43,2.44,4.74,4.74,-4.74,-4.39,-2.31,-2.31,-2.30
233.57,2.43,2.43,4.76,4.76,-4.76,-4.40,-2.32,-2.33,-2.33
235.90,2.42,2.42,4.78,4.77,-4.77,-4.42,-2.34,-2.35,-2.36
238.26,2.39,2.40,4.78,4.78,-4.77,-4.44,-2.38,-2.37,-2.38
240.64,2.37,2.38,4.78,4.78,-4.78,-4.45,-2.40,-2.40,-2.40
243.05,2.36,2.36,4.79,4.78,-4.78,-4.46,-2.42,-2.43,-2.42
245.48,2.33,2.33,4.78,4.78,-4.79,-4.48,-2.45,-2.45,-2.44
247.93,2.31,2.31,4.78,4.78,-4.79,-4.49,-2.47,-2.47,-2.46
250.41,2.29,2.30,4.77,4.78,-4.79,-4.50,-2.50,-2.49,-2.48
252.92,2.30,2.30,4.80,4.80,-4.79,-4.51,-2.49,-2.50,-2.50
255.45,2.29,2.29,4.81,4.81,-4.80,-4.52,-2.51,-2.51,-2.52
258.00,2.28,2.28,4.82,4.81,-4.81,-4.53,-2.53,-2.53,-2.53
260.58,2.26,2.27,4.81,4.82,-4.82,-4.53,-2.56,-2.56,-2.55
263.19,2.26,2.26,4.83,4.83,-4.84,-4.54,-2.58,-2.57,-2.56
265.82,2.26,2.27,4.84,4.85,-4.86,-4.55,-2.59,-2.59,-2.58
268.48,2.28,2.28,4.88,4.87,-4.87,-4.55,-2.59,-2.60,-2.59
271.16,2.28,2.29,4.89,4.90,-4.89,-4.56,-2.61,-2.61,-2.61
273.87,2.29,2.30,4.92,4.92,-4.91,-4.56,-2.62,-2.61,-2.62
276.61,2.31,2.30,4.95,4.94,-4.93,-4.56,-2.62,-2.63,-2.64
279.38,2.30,2.30,4.95,4.95,-4.95,-4.57,-2.64,-2.64,-2.65
282.17,2.29,2.30,4.95,4.96,-4.96,-4.57,-2.67,-2.66,-2.66
284.99,2.30,2.30,4.96,4.97,-4.97,-4.57,-2.67,-2.67,-2.66
287.84,2.31,2.31,4.98,4.98,-4.97,-4.57,-2.66,-2.66,-2.66
290.72,2.31,2.31,4.99,4.98,-4.97,-4.57,-2.66,-2.66,-2.67
293.63,2.30,2.30,4.99,4.98,-4.97,-4.57,-2.67,-2.67,-2.68
296.57,2.29,2.29,4.98,4.98,-4.98,-4.57,-2.68,-2.68,-2.68
299.53,2.28,2.28,4.97,4.97,-4.98,-4.56,-2.70,-2.70,-2.68
302.53,2.27,2.28,4.97,4.97,-4.99,-4.56,-2.71,-2.71,-2.69
305.55,2.27,2.28,4.97,4.97,-4.99,-4.55,-2.72,-2.71,-2.69
308.61,2.29,2.29,4.99,4.99,-5.00,-4.55,-2.70,-2.71,-2.70
311.69,2.30,2.31,5.00,5.01,-5.00,-4.54,-2.70,-2.69,-2.70
314.81,2.32,2.32,5.03,5.03,-5.01,-4.54,-2.68,-2.69,-2.71
317.96,2.32,2.32,5.03,5.03,-5.01,-4.53,-2.69,-2.69,-2.71
321.14,2.31,2.31,5.03,5.02,-5.02,-4.52,-2.70,-2.71,-2.71
324.35,2.28,2.29,4.99,5.00,-5.02,-4.52,-2.73,-2.72,-2.71
327.59,2.28,2.29,4.99,5.00,-5.01,-4.51,-2.73,-2.72,-2.71
330.87,2.29,2.29,5.01,5.00,-5.00,-4.50,-2.71,-2.71,-2.72
334.18,2.30,2.29,5.02,5.00,-4.99,-4.49,-2.69,-2.70,-2.71
337.52,2.27,2.28,4.99,4.99,-4.98,-4.48,-2.71,-2.70,-2.72
340.90,2.25,2.26,4.97,4.97,-4.97,-4.47,-2.72,-2.71,-2.71
344.30,2.24,2.24,4.95,4.95,-4.96,-4.46,-2.72,-2.72,-2.71
347.75,2.22,2.23,4.93,4.93,-4.95,-4.44,-2.72,-2.72,-2.71
351.23,2.21,2.22,4.92,4.92,-4.93,-4.43,-2.72,-2.71,-2.71
354.74,2.21,2.21,4.91,4.92,-4.91,-4.42,-2.70,-2.70,-2.70
358.28,2.21,2.21,4.92,4.91,-4.89,-4.40,-2.68,-2.69,-2.70
361.87,2.19,2.19,4.89,4.89,-4.88,-4.39,-2.68,-2.69,-2.70
365.49,2.16,2.17,4.85,4.86,-4.86,-4.37,-2.70,-2.70,-2.69
369.14,2.14,2.15,4.84,4.84,-4.85,-4.36,-2.71,-2.70,-2.70
372.83,2.14,2.14,4.82,4.82,-4.83,-4.34,-2.69,-2.70,-2.68
376.56,2.13,2.13,4.82,4.81,-4.82,-4.33,-2.69,-2.69,-2.68
380.33,2.11,2.12,4.79,4.80,-4.80,-4.31,-2.69,-2.68,-2.68
384.13,2.11,2.11,4.80,4.79,-4.79,-4.29,-2.67,-2.67,-2.68
387.97,2.10,2.10,4.78,4.78,-4.77,-4.28,-2.67,-2.67,-2.68
391.85,2.09,2.09,4.75,4.76,-4.75,-4.26,-2.66,-2.66,-2.66
395.77,2.06,2.07,4.73,4.73,-4.73,-4.24,-2.66,-2.66,-2.66
399.73,2.04,2.04,4.70,4.70,-4.70,-4.22,-2.66,-2.65,-2.66
403.72,2.02,2.02,4.67,4.67,-4.67,-4.20,-2.65,-2.65,-2.65
407.76,1.98,1.99,4.64,4.64,-4.64,-4.18,-2.65,-2.65,-2.65
411.84,1.95,1.96,4.60,4.60,-4.60,-4.17,-2.65,-2.65,-2.65
415.96,1.92,1.92,4.56,4.57,-4.57,-4.15,-2.65,-2.65,-2.64
420.12,1.90,1.90,4.55,4.53,-4.54,-4.13,-2.64,-2.65,-2.64
424.32,1.86,1.87,4.50,4.50,-4.51,-4.10,-2.65,-2.64,-2.64
428.56,1.84,1.85,4.47,4.48,-4.48,-4.08,-2.64,-2.63,-2.63
432.85,1.83,1.83,4.45,4.45,-4.45,-4.06,-2.62,-2.62,-2.62
437.18,1.81,1.81,4.44,4.43,-4.42,-4.04,-2.61,-2.61,-2.62
441.55,1.79,1.79,4.41,4.41,-4.40,-4.02,-2.60,-2.60,-2.62
445.96,1.77,1.77,4.38,4.38,-4.37,-4.00,-2.60,-2.60,-2.61
450.42,1.74,1.75,4.33,4.34,-4.34,-3.98,-2.60,-2.60,-2.59
454.93,1.72,1.72,4.31,4.31,-4.32,-3.95,-2.59,-2.59,-2.58
459.48,1.70,1.71,4.28,4.28,-4.29,-3.93,-2.58,-2.58,-2.57
464.07,1.69,1.69,4.27,4.26,-4.26,-3.91,-2.57,-2.57,-2.58
468.71,1.67,1.67,4.24,4.24,-4.23,-3.89,-2.56,-2.56,-2.57
473.40,1.64,1.65,4.20,4.21,-4.21,-3.86,-2.56,-2.56,-2.56
478.13,1.62,1.63,4.17,4.18,-4.18,-3.84,-2.56,-2.55,-2.55
482.91,1.60,1.60,4.15,4.14,-4.15,-3.82,-2.54,-2.55,-2.54
487.74,1.58,1.58,4.12,4.11,-4.11,-3.79,-2.53,-2.53,-2.53
